EmployeeCount,EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating,Income,Income_Mean
1,517,Research & Development,Laboratory Technician,No,Female,42,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Low,95,16,No,8,1,Medium,5,Better,Excellent,2576,5014.833333
1,518,Research & Development,Manufacturing Director,No,Male,37,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,49,12,Yes,18,0,High,2,Good,Excellent,4197,5014.833333
1,520,Research & Development,Research Director,No,Male,43,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,4,Medium,59,11,No,25,3,Low,3,Better,Excellent,14336,7297.933333
1,521,Research & Development,Laboratory Technician,No,Female,40,Married,Bachelor,Medical,Travel_Rarely,Medium,2,High,78,22,No,20,0,Medium,3,Better,Outstanding,3448,7297.933333
1,522,Research & Development,Research Director,No,Male,54,Married,College,Medical,Travel_Rarely,High,5,Low,86,11,No,24,1,Low,4,Good,Excellent,19406,7297.933333
1,523,Sales,Sales Executive,No,Female,34,Married,Master,Marketing,Non-Travel,High,2,High,72,15,No,6,1,High,3,Better,Excellent,6538,7297.933333
1,524,Research & Development,Manufacturing Director,No,Female,31,Married,College,Medical,Travel_Rarely,High,2,Low,31,12,No,13,3,Medium,5,Bad,Excellent,4306,7297.933333
1,525,Research & Development,Laboratory Technician,No,Male,43,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,61,20,No,8,1,Very High,1,Better,Outstanding,2258,7297.933333
1,526,Research & Development,Healthcare Representative,No,Female,43,Divorced,Master,Other,Travel_Rarely,High,2,High,74,14,Yes,8,0,High,3,Better,Excellent,4522,7297.933333
1,527,Sales,Sales Executive,No,Female,25,Single,College,Life Sciences,Travel_Rarely,Medium,2,Very High,99,11,Yes,5,1,Medium,3,Better,Excellent,4487,7297.933333
1,529,Research & Development,Research Scientist,No,Female,37,Married,Doctor,Medical,Non-Travel,High,2,High,72,15,Yes,15,10,Medium,2,Better,Excellent,4449,7297.933333
1,530,Research & Development,Laboratory Technician,No,Male,31,Married,College,Life Sciences,Travel_Rarely,Medium,1,Low,98,12,No,4,3,Very High,3,Better,Excellent,2218,7297.933333
1,531,Research & Development,Manager,No,Male,39,Divorced,Below College,Life Sciences,Travel_Frequently,High,5,High,52,14,Yes,21,1,Medium,3,Better,Excellent,19197,7297.933333
1,532,Sales,Sales Executive,No,Female,56,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,4,Low,86,11,No,36,7,High,0,Good,Excellent,13212,7297.933333
1,533,Sales,Sales Executive,No,Female,30,Single,Bachelor,Technical Degree,Travel_Rarely,High,2,High,83,11,No,6,4,Medium,6,Better,Excellent,6577,7297.933333
1,534,Sales,Sales Executive,No,Male,41,Married,Bachelor,Marketing,Travel_Rarely,Very High,3,Low,49,16,No,10,0,Medium,2,Better,Excellent,8392,7297.933333
1,536,Research & Development,Laboratory Technician,No,Male,28,Divorced,College,Medical,Travel_Rarely,High,2,Low,79,12,No,10,1,High,2,Better,Excellent,4558,7297.933333
1,538,Research & Development,Laboratory Technician,Yes,Male,25,Married,Bachelor,Medical,Travel_Rarely,High,1,Low,91,13,No,6,0,Low,5,Better,Excellent,4031,7297.933333
1,543,Research & Development,Manufacturing Director,No,Male,52,Married,Bachelor,Medical,Travel_Rarely,Medium,3,High,39,14,Yes,28,0,Very High,4,Better,Excellent,7969,7297.933333
1,544,Research & Development,Research Scientist,No,Male,45,Married,College,Life Sciences,Travel_Rarely,High,1,Very High,69,21,No,8,0,Low,3,Good,Outstanding,2654,7297.933333
1,546,Research & Development,Manager,No,Female,52,Married,College,Life Sciences,Travel_Rarely,High,4,Very High,30,13,No,31,1,Very High,2,Bad,Excellent,16555,7297.933333
1,547,Research & Development,Research Scientist,No,Female,42,Divorced,College,Life Sciences,Travel_Frequently,High,2,High,92,11,No,19,0,Low,3,Better,Excellent,4556,7297.933333
1,548,Research & Development,Manufacturing Director,No,Female,30,Single,Bachelor,Life Sciences,Travel_Rarely,Low,2,Very High,43,20,No,11,0,High,2,Better,Outstanding,6091,7297.933333
1,549,Research & Development,Manager,No,Female,60,Married,Bachelor,Life Sciences,Travel_Rarely,High,5,Low,41,11,No,33,11,Low,5,Bad,Excellent,19566,7297.933333
1,550,Research & Development,Manufacturing Director,No,Female,46,Divorced,Bachelor,Medical,Travel_Rarely,High,2,High,87,14,No,19,0,High,5,Good,Excellent,4810,7297.933333
1,551,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Technical Degree,Travel_Frequently,Medium,2,Very High,88,11,No,7,0,Very High,4,Best,Excellent,4523,7297.933333
1,554,Sales,Sales Representative,Yes,Female,24,Single,Below College,Technical Degree,Travel_Rarely,High,1,Medium,62,16,Yes,6,1,Low,4,Better,Excellent,3202,7297.933333
1,555,Sales,Sales Representative,Yes,Female,34,Divorced,College,Marketing,Travel_Frequently,Low,1,High,33,16,No,3,1,Very High,3,Good,Excellent,2351,7297.933333
1,556,Research & Development,Laboratory Technician,No,Male,38,Married,College,Life Sciences,Travel_Frequently,High,1,Very High,42,23,Yes,1,0,Very High,3,Better,Outstanding,1702,7297.933333
1,558,Sales,Manager,No,Female,40,Married,Master,Life Sciences,Travel_Rarely,High,5,High,79,14,No,21,1,High,2,Better,Excellent,18041,7297.933333
1,560,Research & Development,Research Scientist,No,Female,26,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,90,22,No,3,0,Low,3,Bad,Outstanding,2886,7297.933333
1,562,Research & Development,Laboratory Technician,No,Male,30,Married,Bachelor,Life Sciences,Non-Travel,High,1,Very High,53,15,No,9,1,High,3,Bad,Excellent,2097,7297.933333
1,564,Research & Development,Research Director,No,Male,29,Married,Master,Medical,Travel_Rarely,Medium,3,High,93,18,No,10,0,Medium,2,Better,Excellent,11935,7835.933333
1,565,Research & Development,Research Scientist,Yes,Female,29,Married,Doctor,Technical Degree,Travel_Rarely,Medium,1,Medium,71,16,No,6,1,High,2,Best,Excellent,2546,7835.933333
1,566,Human Resources,Human Resources,Yes,Male,19,Single,College,Technical Degree,Travel_Rarely,Medium,1,Very High,52,12,No,1,0,Low,3,Best,Excellent,2564,7835.933333
1,567,Sales,Sales Executive,No,Female,30,Married,Master,Other,Non-Travel,High,3,Low,69,11,No,10,7,High,3,Better,Excellent,8412,7835.933333
1,568,Sales,Manager,No,Male,57,Divorced,Bachelor,Marketing,Travel_Rarely,Medium,4,Very High,56,12,No,32,0,Low,3,Good,Excellent,14118,7835.933333
1,569,Research & Development,Manager,No,Male,50,Married,Master,Life Sciences,Travel_Rarely,Medium,4,High,88,15,No,28,15,Medium,2,Better,Excellent,17046,7835.933333
1,571,Research & Development,Laboratory Technician,No,Female,30,Single,Bachelor,Medical,Non-Travel,High,1,Very High,49,14,No,12,6,High,2,Good,Excellent,2564,7835.933333
1,573,Sales,Sales Executive,No,Female,60,Married,Bachelor,Marketing,Travel_Frequently,Medium,3,Low,80,19,No,22,13,High,5,Best,Excellent,10266,7835.933333
1,574,Research & Development,Manufacturing Director,No,Female,47,Divorced,College,Medical,Travel_Rarely,High,2,Very High,65,13,No,20,0,Low,2,Better,Excellent,5070,7835.933333
1,575,Research & Development,Research Director,No,Male,46,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,High,51,13,No,26,0,Low,2,Bad,Excellent,17861,7835.933333
1,577,Research & Development,Laboratory Technician,No,Male,35,Single,Bachelor,Life Sciences,Travel_Rarely,Low,1,High,46,15,No,6,4,Very High,2,Better,Excellent,4230,7835.933333
1,578,Research & Development,Laboratory Technician,No,Female,54,Single,Master,Life Sciences,Travel_Rarely,High,2,High,42,11,No,19,0,High,3,Better,Excellent,3780,7835.933333
1,579,Research & Development,Research Scientist,No,Male,34,Divorced,Master,Life Sciences,Travel_Rarely,Medium,1,High,62,12,No,14,5,Very High,3,Better,Excellent,2768,7835.933333
1,580,Sales,Sales Executive,No,Female,46,Married,Bachelor,Marketing,Travel_Rarely,Medium,3,Very High,94,19,Yes,15,1,High,3,Better,Excellent,9071,7835.933333
1,581,Research & Development,Manufacturing Director,No,Male,31,Divorced,Below College,Life Sciences,Travel_Rarely,High,3,Medium,33,25,No,13,0,High,6,Best,Outstanding,10648,7835.933333
1,582,Research & Development,Manager,Yes,Male,33,Married,Below College,Medical,Travel_Rarely,High,3,High,56,12,Yes,15,7,Medium,2,Best,Excellent,13610,7835.933333
1,584,Research & Development,Laboratory Technician,Yes,Male,33,Divorced,Below College,Medical,Travel_Rarely,Low,1,Very High,38,13,No,8,1,Low,2,Better,Excellent,3408,7835.933333
1,585,Sales,Sales Representative,No,Male,30,Single,Below College,Marketing,Travel_Rarely,High,1,Medium,57,14,No,4,1,Very High,3,Better,Excellent,2983,7835.933333
1,586,Research & Development,Healthcare Representative,No,Male,35,Married,Bachelor,Life Sciences,Travel_Rarely,High,3,High,72,12,Yes,10,0,Very High,2,Better,Excellent,7632,7835.933333
1,587,Research & Development,Healthcare Representative,Yes,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,High,66,12,No,12,0,Low,2,Better,Excellent,9824,7835.933333
1,590,Human Resources,Human Resources,Yes,Female,34,Divorced,Bachelor,Human Resources,Travel_Frequently,High,3,Low,43,15,Yes,11,0,Medium,2,Better,Excellent,9950,7835.933333
1,591,Research & Development,Laboratory Technician,No,Male,42,Married,College,Other,Travel_Frequently,High,1,High,97,17,No,8,2,Medium,4,Better,Excellent,2093,7835.933333
1,592,Sales,Sales Executive,No,Male,36,Single,Master,Medical,Non-Travel,High,3,Very High,32,14,No,10,9,Medium,3,Good,Excellent,9980,7835.933333
1,593,Research & Development,Laboratory Technician,Yes,Male,22,Single,Below College,Technical Degree,Travel_Frequently,Medium,1,High,99,16,No,4,1,High,3,Better,Excellent,3894,7835.933333
1,595,Sales,Sales Executive,No,Female,48,Married,Doctor,Marketing,Travel_Rarely,High,2,Very High,37,14,No,14,6,Medium,2,Better,Excellent,4051,7835.933333
1,597,Sales,Manager,No,Female,55,Single,Doctor,Life Sciences,Travel_Rarely,High,4,Medium,83,23,No,37,7,Low,2,Better,Outstanding,16835,7835.933333
1,599,Sales,Sales Executive,No,Male,41,Single,College,Life Sciences,Non-Travel,High,2,Very High,56,14,No,16,1,Very High,3,Better,Excellent,6230,7835.933333
1,600,Sales,Sales Executive,No,Male,35,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,85,11,No,15,6,Medium,2,Better,Excellent,4717,7835.933333
1,601,Research & Development,Manufacturing Director,No,Female,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,High,75,15,No,22,5,Medium,3,Better,Excellent,13237,7835.933333
1,602,Research & Development,Laboratory Technician,No,Female,39,Married,Below College,Life Sciences,Travel_Frequently,High,1,High,48,11,No,8,0,High,3,Better,Excellent,3755,7835.933333
1,604,Sales,Sales Executive,No,Male,31,Single,Below College,Life Sciences,Travel_Rarely,High,2,Very High,77,13,Yes,10,0,Medium,2,Best,Excellent,6582,7207
1,605,Research & Development,Manufacturing Director,No,Male,42,Married,Bachelor,Medical,Travel_Rarely,High,3,Low,56,21,Yes,10,5,Very High,5,Good,Outstanding,7406,7207
1,606,Sales,Sales Executive,No,Male,45,Married,Bachelor,Other,Travel_Rarely,High,2,Medium,61,19,No,9,3,Very High,3,Best,Excellent,4805,7207
1,608,Human Resources,Human Resources,Yes,Female,26,Divorced,Master,Life Sciences,Travel_Frequently,High,1,High,58,11,Yes,8,1,Medium,2,Good,Excellent,2741,7207
1,611,Research & Development,Manufacturing Director,No,Male,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,2,Very High,34,12,No,8,1,Very High,2,Best,Excellent,4262,7207
1,612,Research & Development,Research Director,No,Female,33,Divorced,Doctor,Medical,Travel_Rarely,Very High,4,High,95,19,No,10,0,Low,2,Better,Excellent,16184,7207
1,613,Sales,Manager,No,Male,31,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Very High,44,21,No,10,0,High,3,Good,Outstanding,11557,7207
1,614,Sales,Sales Representative,Yes,Male,18,Single,Bachelor,Marketing,Travel_Frequently,High,1,Medium,69,14,Yes,0,0,Medium,3,Better,Excellent,1878,7207
1,615,Sales,Sales Executive,No,Male,40,Divorced,Bachelor,Other,Non-Travel,Low,3,Low,58,15,No,20,0,High,2,Better,Excellent,10932,7207
1,616,Research & Development,Healthcare Representative,No,Female,41,Single,Master,Other,Non-Travel,Medium,2,High,62,17,Yes,10,0,Low,3,Better,Excellent,6811,7207
1,618,Sales,Sales Executive,No,Male,26,Divorced,College,Medical,Travel_Rarely,High,2,High,45,12,No,8,0,Low,5,Better,Excellent,4306,7207
1,620,Sales,Sales Executive,No,Female,35,Single,Bachelor,Medical,Travel_Rarely,High,2,High,80,16,No,5,0,Low,3,Better,Excellent,4859,7207
1,621,Sales,Sales Executive,No,Male,34,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,74,12,No,10,5,Very High,3,Better,Excellent,5337,7207
1,622,Research & Development,Laboratory Technician,Yes,Male,26,Single,Bachelor,Technical Degree,Travel_Rarely,Low,1,Very High,66,18,Yes,1,0,High,3,Bad,Excellent,2340,7207
1,623,Research & Development,Manufacturing Director,No,Female,37,Single,Bachelor,Technical Degree,Travel_Rarely,High,3,Very High,59,17,No,12,1,Medium,3,Best,Excellent,7491,7207
1,624,Research & Development,Healthcare Representative,No,Female,46,Married,Below College,Medical,Travel_Frequently,High,3,High,86,11,No,28,1,Low,3,Good,Excellent,10527,7207
1,625,Sales,Manager,No,Female,41,Married,Doctor,Life Sciences,Travel_Rarely,High,4,Low,91,16,No,22,11,Medium,2,Better,Excellent,16595,7207
1,626,Sales,Sales Executive,No,Male,37,Divorced,Master,Medical,Non-Travel,High,3,Medium,69,13,No,9,7,Low,6,Better,Excellent,8834,7207
1,630,Research & Development,Research Scientist,No,Male,52,Divorced,College,Technical Degree,Travel_Rarely,High,2,Low,78,12,Yes,18,6,Very High,3,Better,Excellent,5577,7207
1,631,Sales,Sales Executive,Yes,Male,32,Married,Master,Other,Non-Travel,Very High,2,High,60,12,No,6,1,Very High,2,Better,Excellent,4707,7207
1,632,Sales,Sales Representative,No,Male,24,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,38,13,No,3,2,Very High,3,Better,Excellent,2400,7207
1,634,Research & Development,Healthcare Representative,No,Female,38,Married,Bachelor,Medical,Travel_Rarely,High,2,High,76,19,No,18,0,High,4,Better,Excellent,9824,7207
1,635,Research & Development,Manufacturing Director,No,Female,37,Married,Master,Life Sciences,Travel_Rarely,High,2,Medium,65,12,No,8,4,Medium,2,Good,Excellent,6447,7207
1,638,Research & Development,Research Director,No,Male,49,Divorced,Master,Life Sciences,Travel_Rarely,Medium,5,High,58,17,Yes,31,0,Very High,5,Better,Excellent,19502,7207
1,639,Research & Development,Research Scientist,No,Male,24,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Very High,89,11,Yes,6,1,Medium,3,Better,Excellent,2725,7207
1,641,Sales,Sales Executive,No,Male,26,Married,College,Marketing,Travel_Rarely,High,2,Medium,66,20,No,6,1,Low,5,Best,Outstanding,6272,7207
1,643,Research & Development,Laboratory Technician,No,Male,24,Married,College,Other,Travel_Rarely,Medium,1,Medium,94,21,No,1,0,Very High,2,Better,Outstanding,2127,7207
1,644,Human Resources,Manager,No,Male,50,Married,Bachelor,Medical,Travel_Frequently,High,5,Medium,99,11,No,32,10,Low,2,Better,Excellent,18200,7207
1,645,Sales,Sales Representative,No,Male,25,Married,Below College,Medical,Travel_Rarely,High,1,High,40,11,No,7,0,Medium,1,Better,Excellent,2096,7207
1,647,Research & Development,Laboratory Technician,Yes,Female,24,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,High,55,16,Yes,6,1,Low,4,Better,Excellent,2886,7207
1,648,Sales,Sales Representative,Yes,Male,30,Married,Master,Life Sciences,Travel_Frequently,Medium,1,Low,74,18,No,1,0,Medium,2,Best,Excellent,2033,5943.333333
1,649,Research & Development,Research Scientist,No,Male,34,Married,College,Life Sciences,Travel_Rarely,Medium,1,Very High,83,13,Yes,6,1,Medium,3,Better,Excellent,3622,5943.333333
1,650,Sales,Sales Executive,Yes,Male,31,Divorced,Master,Medical,Travel_Rarely,High,2,Low,46,17,No,9,1,Medium,2,Bad,Excellent,4233,5943.333333
1,652,Research & Development,Laboratory Technician,No,Male,35,Single,College,Other,Travel_Rarely,Medium,2,Very High,54,14,No,9,0,Low,3,Better,Excellent,3681,5943.333333
1,653,Sales,Sales Executive,No,Male,31,Divorced,Master,Medical,Travel_Rarely,Very High,2,Very High,66,22,No,13,5,Low,4,Best,Outstanding,5460,5943.333333
1,655,Research & Development,Research Scientist,No,Female,27,Divorced,Master,Medical,Travel_Rarely,Medium,1,High,66,12,No,6,0,Low,5,Good,Excellent,2187,5943.333333
1,656,Sales,Sales Executive,No,Male,37,Married,Bachelor,Marketing,Travel_Rarely,High,2,High,75,11,Yes,17,1,Very High,3,Good,Excellent,9602,5943.333333
1,657,Research & Development,Research Scientist,No,Female,20,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Medium,83,13,No,1,0,Very High,0,Best,Excellent,2836,5943.333333
1,659,Research & Development,Healthcare Representative,No,Female,42,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,81,13,No,10,2,High,4,Better,Excellent,4089,5943.333333
1,661,Research & Development,Research Director,No,Male,43,Divorced,Master,Other,Travel_Rarely,Medium,4,Very High,50,14,Yes,21,0,Medium,3,Good,Excellent,16627,5943.333333
1,662,Research & Development,Research Scientist,No,Female,38,Single,Below College,Life Sciences,Travel_Rarely,High,1,Low,43,17,No,8,0,High,3,Good,Excellent,2619,5943.333333
1,663,Research & Development,Laboratory Technician,No,Male,43,Divorced,Doctor,Medical,Travel_Frequently,High,2,High,72,13,Yes,10,4,Very High,3,Better,Excellent,5679,5943.333333
1,664,Research & Development,Manager,No,Female,48,Married,Master,Life Sciences,Travel_Rarely,Medium,4,Low,40,11,No,21,0,Very High,3,Bad,Excellent,15402,5943.333333
1,665,Human Resources,Human Resources,No,Female,44,Single,Master,Life Sciences,Travel_Rarely,Medium,2,High,50,11,No,10,0,Low,1,Best,Excellent,5985,5943.333333
1,666,Sales,Sales Representative,No,Female,34,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,1,High,31,18,Yes,8,0,High,3,Better,Excellent,2579,5943.333333
1,667,Sales,Sales Representative,Yes,Male,27,Divorced,Below College,Marketing,Travel_Rarely,High,1,Low,85,11,No,5,0,High,3,Better,Excellent,3041,5943.333333
1,669,Sales,Sales Representative,No,Male,21,Single,Below College,Technical Degree,Travel_Rarely,High,1,High,49,11,No,3,1,High,2,Better,Excellent,3447,5943.333333
1,671,Research & Development,Manager,No,Male,44,Married,Master,Other,Travel_Rarely,High,5,Very High,35,12,Yes,26,0,Very High,2,Best,Excellent,19513,5943.333333
1,675,Research & Development,Research Scientist,No,Male,22,Married,Below College,Medical,Travel_Rarely,High,1,High,69,20,No,3,2,Low,3,Better,Outstanding,2773,5943.333333
1,677,Sales,Sales Executive,No,Male,33,Divorced,Master,Marketing,Travel_Rarely,High,2,High,39,12,No,6,1,High,3,Better,Excellent,7104,5943.333333
1,679,Research & Development,Research Scientist,No,Female,32,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,92,12,Yes,6,0,Low,2,Good,Excellent,6322,5943.333333
1,680,Research & Development,Research Scientist,No,Female,30,Divorced,Bachelor,Medical,Travel_Frequently,High,1,High,71,20,No,1,0,High,2,Better,Outstanding,2083,5943.333333
1,682,Sales,Sales Executive,No,Female,53,Single,Below College,Medical,Travel_Rarely,High,2,Low,34,20,No,18,8,Very High,2,Best,Outstanding,8381,5943.333333
1,683,Research & Development,Research Scientist,No,Male,34,Married,Doctor,Life Sciences,Travel_Rarely,High,1,Very High,42,12,No,10,8,Medium,4,Good,Excellent,2691,5943.333333
1,684,Sales,Sales Executive,Yes,Female,45,Married,Master,Life Sciences,Travel_Frequently,High,2,Low,100,14,No,5,0,Low,4,Better,Excellent,4286,5943.333333
1,686,Research & Development,Laboratory Technician,No,Female,26,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,71,13,Yes,3,0,High,2,Better,Excellent,2659,5943.333333
1,689,Research & Development,Manufacturing Director,No,Male,37,Married,Bachelor,Other,Travel_Rarely,High,3,High,36,15,No,10,7,High,2,Better,Excellent,9434,5943.333333
1,690,Sales,Sales Executive,No,Female,29,Married,College,Medical,Travel_Rarely,High,2,High,62,14,No,6,1,Medium,5,Good,Excellent,5561,5943.333333
1,691,Research & Development,Research Scientist,No,Male,35,Single,Master,Life Sciences,Travel_Rarely,Low,2,Very High,82,13,No,17,11,Medium,3,Better,Excellent,6646,5943.333333
1,692,Research & Development,Healthcare Representative,No,Male,33,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,30,23,No,15,4,High,2,Bad,Outstanding,7725,5943.333333
1,698,Human Resources,Human Resources,No,Male,54,Married,Master,Medical,Travel_Rarely,High,3,Medium,88,15,No,16,7,High,1,Best,Excellent,10725,6837.733333
1,699,Research & Development,Manufacturing Director,No,Male,36,Divorced,College,Medical,Travel_Rarely,Medium,2,Medium,48,11,Yes,13,0,Medium,2,Better,Excellent,8847,6837.733333
1,700,Research & Development,Research Scientist,No,Male,27,Single,Master,Medical,Travel_Rarely,Medium,1,Very High,54,13,No,5,1,Low,0,Better,Excellent,2045,6837.733333
1,701,Research & Development,Research Scientist,Yes,Male,20,Single,Below College,Medical,Travel_Rarely,High,1,High,32,11,Yes,1,1,Very High,5,Better,Excellent,1009,6837.733333
1,702,Research & Development,Research Scientist,Yes,Male,33,Single,Bachelor,Life Sciences,Travel_Frequently,High,1,Low,70,11,Yes,10,9,Low,3,Better,Excellent,3348,6837.733333
1,704,Research & Development,Laboratory Technician,No,Male,35,Married,Bachelor,Life Sciences,Non-Travel,Medium,1,High,41,18,No,1,0,High,3,Better,Excellent,1281,6837.733333
1,705,Research & Development,Research Scientist,No,Male,23,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Low,58,16,No,5,0,Low,3,Best,Excellent,2819,6837.733333
1,707,Sales,Sales Executive,No,Male,25,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,2,Medium,57,22,No,4,1,Very High,4,Better,Outstanding,4851,6837.733333
1,709,Sales,Sales Executive,No,Female,38,Single,Master,Marketing,Travel_Rarely,Medium,2,Very High,46,20,No,8,0,Very High,2,Better,Outstanding,4028,6837.733333
1,710,Research & Development,Research Scientist,No,Male,29,Divorced,Master,Life Sciences,Travel_Frequently,Low,1,Very High,76,18,No,10,2,Medium,5,Better,Excellent,2720,6837.733333
1,712,Sales,Sales Executive,No,Male,48,Married,Below College,Marketing,Travel_Rarely,Very High,2,Medium,56,12,No,12,2,Medium,3,Better,Excellent,8120,6837.733333
1,714,Sales,Sales Executive,No,Female,27,Divorced,Below College,Medical,Travel_Frequently,Very High,2,Very High,71,20,Yes,6,0,Very High,3,Better,Outstanding,4647,6837.733333
1,715,Research & Development,Research Scientist,No,Male,37,Single,College,Life Sciences,Travel_Rarely,Very High,1,Very High,80,17,No,4,0,Very High,2,Better,Excellent,4680,6837.733333
1,716,Research & Development,Laboratory Technician,No,Male,50,Married,Below College,Medical,Travel_Rarely,Very High,1,High,74,11,Yes,20,3,Very High,3,Better,Excellent,3221,6837.733333
1,717,Research & Development,Healthcare Representative,No,Female,34,Single,Bachelor,Medical,Travel_Rarely,Medium,3,Medium,46,14,No,9,7,Very High,3,Best,Excellent,8621,6837.733333
1,720,Sales,Sales Executive,Yes,Female,24,Single,College,Life Sciences,Travel_Rarely,High,2,High,65,14,No,4,2,Low,3,Better,Excellent,4577,6837.733333
1,721,Research & Development,Healthcare Representative,No,Female,39,Single,Master,Technical Degree,Travel_Rarely,Medium,2,High,80,11,No,20,11,Very High,4,Better,Excellent,4553,6837.733333
1,722,Sales,Sales Executive,No,Male,32,Single,Bachelor,Marketing,Travel_Rarely,High,2,Very High,55,12,No,10,0,Very High,2,Good,Excellent,5396,6837.733333
1,723,Sales,Sales Executive,Yes,Male,50,Married,College,Technical Degree,Travel_Frequently,High,2,High,50,14,Yes,18,1,Medium,4,Better,Excellent,6796,6837.733333
1,724,Research & Development,Healthcare Representative,No,Female,38,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,33,13,No,10,1,Medium,4,Good,Excellent,7625,6837.733333
1,725,Research & Development,Manufacturing Director,No,Female,27,Married,College,Life Sciences,Travel_Rarely,High,3,Low,68,11,No,9,0,High,3,Better,Excellent,7412,6837.733333
1,727,Research & Development,Research Director,No,Female,32,Single,College,Life Sciences,Travel_Rarely,High,3,Very High,39,15,No,10,7,High,6,Better,Excellent,11159,6837.733333
1,728,Sales,Sales Executive,No,Male,47,Single,Master,Marketing,Travel_Rarely,High,2,Low,42,12,No,20,1,Very High,2,Better,Excellent,4960,6837.733333
1,729,Sales,Sales Executive,No,Male,40,Married,Master,Life Sciences,Travel_Frequently,Medium,3,Low,48,21,Yes,20,1,Very High,2,Better,Outstanding,10475,6837.733333
1,730,Research & Development,Research Director,No,Male,53,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,4,High,59,19,No,32,1,High,3,Better,Excellent,14814,6837.733333
1,731,Human Resources,Manager,No,Male,41,Divorced,Master,Human Resources,Travel_Rarely,Medium,5,Very High,73,15,No,23,12,Medium,2,Good,Excellent,19141,6837.733333
1,732,Sales,Sales Executive,No,Male,60,Single,Master,Marketing,Travel_Rarely,High,2,Low,84,14,No,10,2,Low,1,Better,Excellent,5405,6837.733333
1,733,Research & Development,Manufacturing Director,No,Male,27,Divorced,College,Life Sciences,Travel_Frequently,High,3,Low,32,21,No,9,1,Very High,4,Good,Outstanding,8793,6837.733333
1,734,Human Resources,Manager,No,Male,41,Married,Bachelor,Human Resources,Travel_Rarely,Medium,5,High,59,12,No,22,2,Very High,3,Better,Excellent,19189,6837.733333
1,738,Sales,Sales Representative,No,Male,50,Married,Master,Marketing,Travel_Rarely,High,1,Medium,54,15,No,4,2,Very High,2,Better,Excellent,3875,6837.733333
1,741,Research & Development,Research Scientist,Yes,Female,28,Single,College,Life Sciences,Travel_Rarely,Low,1,Medium,67,13,Yes,10,3,Low,4,Better,Excellent,2216,6378.9
1,742,Research & Development,Research Director,No,Female,36,Married,Bachelor,Life Sciences,Non-Travel,Very High,3,Low,63,14,No,10,0,Low,2,Better,Excellent,11713,6378.9
1,743,Research & Development,Manufacturing Director,No,Female,38,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,High,81,14,Yes,10,0,High,4,Best,Excellent,7861,6378.9
1,744,Research & Development,Laboratory Technician,No,Male,44,Single,Bachelor,Medical,Non-Travel,Low,1,High,49,14,No,9,1,Low,5,Better,Excellent,3708,6378.9
1,746,Sales,Sales Executive,No,Female,47,Divorced,Bachelor,Medical,Travel_Frequently,High,4,High,49,12,Yes,28,11,Very High,2,Good,Excellent,13770,6378.9
1,747,Sales,Sales Executive,No,Male,30,Divorced,Doctor,Marketing,Travel_Rarely,High,2,Very High,99,23,No,10,7,High,2,Good,Outstanding,5304,6378.9
1,749,Sales,Sales Representative,No,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,High,99,11,No,1,0,High,6,Better,Excellent,2642,6378.9
1,752,Research & Development,Research Scientist,Yes,Male,42,Divorced,Bachelor,Medical,Travel_Frequently,Very High,1,High,57,12,Yes,7,2,High,2,Better,Excellent,2759,6378.9
